country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_travelled,abs_reason_market,abs_reason_school,abs_reason_other,abs_reason_farm,abs_reason_in_playground,nc_reason_no_felt_need,nc_reason_nopvconcern,nc_reason_vaccines_safety,nc_reason_religious_cultural,nc_reason_others,nc_reason_too_many_rnd,nc_reason_child_sick,nc_reason_no_care_giver_consent,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
UGA,MBALE,BUDUDA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,27,33,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
UGA,MBALE,BUDUDA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-13,30,30,60,27,27,54,6,Fail,moderate,0,0,0,0,0,0,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.1
UGA,MBALE,BUKWO,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,32,28,60,25,26,51,9,Fail,poor,0,0,0,0,0,0,9,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.15
UGA,MBALE,BUKWO,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,32,28,60,31,27,58,2,Pass,high,0,0,0,0,0,1,1,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.03
UGA,MBALE,BUKWO,UGAnOPV,nOPV2,Rnd2,18,2022-11-09T00:00:00Z,2022-11-13,2022-11-14,32,28,60,31,25,56,4,Fail,moderate,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.07
UGA,MBALE,BULAMBULI,UGA-2024-08-01_nOPV,nOPV2,Rnd1,14,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,20,40,60,20,38,58,2,Pass,high,0,0,2,0,0,0,0,98.33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
UGA,MBALE,BULAMBULI,UGA-2024-08-01_nOPV,nOPV2,Rnd2,20,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,32,28,60,30,24,54,6,Fail,moderate,0,0,3,0,0,2,1,95,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,33.33,16.67,0.1
UGA,MBALE,BULAMBULI DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-25,29,31,60,25,28,53,7,Fail,moderate,1,0,0,0,0,0,6,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.29,0,0,0,0,0,85.71,0.12
UGA,MBALE,BULAMBULI DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-13,31,29,60,25,23,48,12,Fail,poor,0,0,0,0,0,1,11,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,91.67,0.2
UGA,MBALE,BUSIA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,33,27,60,28,22,50,10,Fail,poor,0,1,3,1,1,2,2,88.33,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,30,10,10,20,20,0.17
UGA,MBALE,BUSIA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,36,24,60,35,24,59,1,Pass,high,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
UGA,MBALE,BUSIA,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-13,28,32,60,24,27,51,9,Fail,poor,0,0,0,0,0,5,4,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.56,44.44,0.15
UGA,MBALE,BUTALEJA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,35,25,60,24,18,42,18,Fail,poor,0,1,0,1,1,2,13,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,5.56,11.11,72.22,0.3
UGA,MBALE,BUTALEJA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,24,36,60,23,33,56,4,Fail,moderate,0,0,1,0,0,0,3,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,75,0.07
UGA,MBALE,BUTALEJA,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-13,31,29,60,30,29,59,1,Pass,high,0,0,0,0,0,1,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
UGA,MBALE,BUTEBO,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,29,31,60,14,13,27,33,Fail,very poor,0,21,3,0,0,5,4,95,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,63.64,9.09,0,0,15.15,12.12,0.55
UGA,MBALE,BUTEBO,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,29,31,60,20,28,48,12,Fail,poor,0,0,0,0,0,1,11,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,91.67,0.2
UGA,MBALE,BUTEBO DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-23,32,28,60,31,27,58,2,Pass,high,0,0,1,0,0,1,0,96.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
UGA,MBALE,BUTEBO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-13,28,32,60,22,24,46,14,Fail,poor,1,2,7,0,0,4,0,93.33,5,0,1,1,0,0,0,0,1,0,0,0,0,0,7.14,14.29,50,0,0,28.57,0,0.23
UGA,MBALE,KAPCHORWA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,28,32,60,28,30,58,2,Pass,high,0,0,0,0,0,0,2,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
UGA,MBALE,KAPCHORWA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,32,28,60,31,26,57,3,Pass,high,0,0,0,0,0,0,3,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.05
UGA,MBALE,KAPCHORWA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-20T00:00:00Z,2022-01-24,2022-01-25,29,31,60,23,27,50,10,Fail,poor,0,0,0,0,0,1,9,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0.17
UGA,MBALE,KAPCHORWA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-09T00:00:00Z,2022-11-13,2022-11-14,31,29,60,25,23,48,12,Fail,poor,0,0,0,0,0,0,12,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
UGA,MBALE,KIBUKU,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,29,31,60,29,28,57,3,Pass,high,0,0,1,0,0,2,0,93.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0.05
UGA,MBALE,KIBUKU,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,32,28,60,31,28,59,1,Pass,high,0,0,0,0,0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
UGA,MBALE,KIBUKU DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-23,29,31,60,28,30,58,2,Pass,high,0,1,0,0,0,1,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.03
UGA,MBALE,KWEEN,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,30,30,60,29,27,56,4,Fail,moderate,0,0,0,0,0,1,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0.07
UGA,MBALE,KWEEN,UGA-2024-08-01_nOPV,nOPV2,Rnd2,20,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,34,26,60,34,24,58,2,Pass,high,0,1,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
UGA,MBALE,KWEEN,UGAnOPV,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-13,33,27,60,32,23,55,5,Fail,moderate,0,0,1,0,0,1,3,93.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,60,0.08
UGA,MBALE,MANAFWA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,27,33,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,MBALE,MANAFWA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,27,33,60,26,32,58,2,Pass,high,0,0,0,0,0,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
UGA,MBALE,MANAFWA,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-12,25,35,60,24,30,54,6,Fail,moderate,0,2,1,0,0,2,1,91.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,33.33,16.67,0.1
UGA,MBALE,MBALE,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,26,34,60,22,29,51,9,Fail,poor,0,1,2,0,0,6,0,93.33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,0,66.67,0,0.15
UGA,MBALE,MBALE,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,28,32,60,26,32,58,2,Pass,high,0,0,1,0,0,1,0,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
UGA,MBALE,MBALE CITY,UGA-2024-08-01_nOPV,nOPV2,Rnd1,15,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,25,35,60,23,31,54,6,Fail,moderate,1,1,1,0,0,3,0,93.33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.67,16.67,16.67,0,0,50,0,0.1
UGA,MBALE,MBALE CITY,UGA-2024-08-01_nOPV,nOPV2,Rnd2,20,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,27,33,60,24,31,55,5,Fail,moderate,0,0,4,0,0,0,1,85,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,20,0.08
UGA,MBALE,MBALE CITY,UGAnOPV,nOPV2,Rnd2,21,2022-11-14T00:00:00Z,2022-11-18,2022-12-07,35,25,60,34,25,59,1,Pass,high,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
UGA,MBALE,MBALE DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-19T00:00:00Z,2022-01-23,2022-01-25,29,31,60,21,23,44,16,Fail,poor,0,2,5,0,0,9,0,85,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.5,31.25,0,0,56.25,0,0.27
UGA,MBALE,MBALE DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-15T00:00:00Z,2022-11-19,2022-11-29,30,30,60,28,28,56,4,Fail,moderate,0,0,3,0,0,1,0,81.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0.07
UGA,MBALE,NAMISINDWA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MBALE,NAMISINDWA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,31,29,60,30,28,58,2,Pass,high,0,1,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.03
UGA,MBALE,NAMISINDWA,UGAnOPV,nOPV2,Rnd2,21,2022-11-09T00:00:00Z,2022-11-13,2022-11-14,37,23,60,36,22,58,2,Pass,high,0,0,0,0,0,0,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
UGA,MBALE,PALLISA,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,24,36,60,24,35,59,1,Pass,high,0,0,1,0,0,0,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,MBALE,PALLISA,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MBALE,PALLISA,UGAnOPV,nOPV2,Rnd2,20,2022-11-06T00:00:00Z,2022-11-10,2022-11-12,26,34,60,25,32,57,3,Pass,high,0,0,0,0,0,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.05
UGA,MBALE,SIRONKO,UGA-2024-08-01_nOPV,nOPV2,Rnd1,17,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,35,25,60,30,22,52,8,Fail,moderate,0,1,1,0,0,0,6,96.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,75,0.13
UGA,MBALE,SIRONKO,UGA-2024-08-01_nOPV,nOPV2,Rnd2,22,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,28,32,60,25,30,55,5,Fail,moderate,0,0,2,0,0,1,2,93.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,40,0.08
UGA,MBALE,SIRONKO,UGAnOPV,nOPV2,Rnd2,25,2022-11-10T00:00:00Z,2022-11-14,2022-11-16,23,37,60,16,32,48,12,Fail,poor,0,0,0,0,0,1,11,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,91.67,0.2
UGA,MBALE,TORORO,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,31,29,60,28,28,56,4,Fail,moderate,0,1,1,0,0,0,2,96.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,50,0.07
UGA,MBALE,TORORO,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,35,25,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,MBALE,TORORO DISTRICT,UGAnOPV,nOPV2,Rnd1,16,2022-01-17T00:00:00Z,2022-01-21,2022-01-24,28,32,60,26,32,58,2,Pass,high,0,0,1,0,0,1,0,88.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
UGA,MBALE,TORORO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-13T00:00:00Z,2022-11-17,2022-11-18,24,36,60,20,29,49,11,Fail,poor,0,1,0,0,0,7,3,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,63.64,27.27,0.18
UGA,MBARARA,BUHWEJU DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-23,30,30,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,98.33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
UGA,MBARARA,BUHWEJU DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-14,30,30,60,22,24,46,14,Fail,poor,0,1,4,0,0,2,7,83.33,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,7.14,28.57,0,0,14.29,50,0.23
UGA,MBARARA,BUSHENYI,UGAnOPV,nOPV2,Rnd2,21,2022-11-07T00:00:00Z,2022-11-11,2022-11-13,26,34,60,24,32,56,4,Fail,moderate,0,1,1,0,0,0,2,86.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,50,0.07
UGA,MBARARA,IBANDA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-25,33,27,60,28,22,50,10,Fail,poor,0,0,0,0,0,8,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0.17
UGA,MBARARA,IBANDA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-05T00:00:00Z,2022-11-09,2022-11-11,27,33,60,22,31,53,7,Fail,moderate,0,3,0,0,0,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,57.14,0,0.12
UGA,MBARARA,ISINGIRO DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-26,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,93.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,MBARARA,ISINGIRO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-10T00:00:00Z,2022-11-14,2022-11-17,28,32,60,23,30,53,7,Fail,moderate,0,7,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.12
UGA,MBARARA,KAZO DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-26,33,27,60,24,22,46,14,Fail,poor,0,0,0,0,0,14,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.23
UGA,MBARARA,KAZO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-10T00:00:00Z,2022-11-14,2022-11-16,34,26,60,28,19,47,13,Fail,poor,0,1,0,0,0,5,7,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,38.46,53.85,0.22
UGA,MBARARA,KIRUHURA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-25,27,33,60,23,29,52,8,Fail,moderate,1,0,0,0,0,7,0,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.5,0,0,0,0,87.5,0,0.13
UGA,MBARARA,KIRUHURA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-10T00:00:00Z,2022-11-14,2022-11-17,26,34,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
UGA,MBARARA,MBARARA CITY,UGAnOPV,nOPV2,Rnd2,21,2022-11-14T00:00:00Z,2022-11-18,2022-11-20,28,32,60,24,29,53,7,Fail,moderate,0,1,1,0,0,1,4,56.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,57.14,0.12
UGA,MBARARA,MBARARA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-25,29,31,60,22,24,46,14,Fail,poor,0,1,4,0,0,9,0,95,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7.14,28.57,0,0,64.29,0,0.23
UGA,MBARARA,MBARARA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-10-31T00:00:00Z,2022-11-04,2022-11-12,32,28,60,30,25,55,5,Fail,moderate,0,0,0,0,0,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.08
UGA,MBARARA,MITOOMA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-25,27,33,60,15,23,38,22,Fail,very poor,1,0,0,0,0,8,13,98.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.55,0,0,0,0,36.36,59.09,0.37
UGA,MBARARA,MITOOMA DISTRICT,UGAnOPV,nOPV2,Rnd2,19,2022-11-10T00:00:00Z,2022-11-14,2022-11-16,30,30,60,30,27,57,3,Pass,high,0,1,0,0,0,0,2,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,66.67,0.05
UGA,MBARARA,NTUNGAMO DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-22T00:00:00Z,2022-01-26,2022-01-26,28,32,60,18,18,36,24,Fail,very poor,0,0,1,0,0,23,0,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,95.83,0,0.4
UGA,MBARARA,NTUNGAMO DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-11T00:00:00Z,2022-11-15,2022-11-17,31,29,60,26,29,55,5,Fail,moderate,0,1,3,0,0,1,0,96.67,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,20,60,0,0,20,0,0.08
UGA,MBARARA,RUBIRIZI DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-18T00:00:00Z,2022-01-22,2022-01-25,23,37,60,22,33,55,5,Fail,moderate,0,0,0,0,0,5,0,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.08
UGA,MBARARA,RUBIRIZI DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-10T00:00:00Z,2022-11-14,2022-11-16,36,24,60,36,23,59,1,Pass,high,0,0,0,0,0,0,1,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
UGA,MBARARA,RWAMPARA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-19T00:00:00Z,2022-01-23,2022-01-27,32,28,60,32,27,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
UGA,MBARARA,RWAMPARA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-10T00:00:00Z,2022-11-14,2022-11-17,34,26,60,34,25,59,1,Pass,high,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
UGA,MBARARA,SHEEMA DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-17T00:00:00Z,2022-01-21,2022-01-23,27,33,60,14,16,30,30,Fail,very poor,0,0,1,0,0,26,3,88.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,86.67,10,0.5
UGA,MBARARA,SHEEMA DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-14,31,29,60,25,22,47,13,Fail,poor,0,1,1,0,0,4,7,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,30.77,53.85,0.22
UGA,MOROTO,ABIM,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,31,29,60,27,29,56,4,Fail,moderate,0,0,1,0,0,1,2,91.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,50,0.07
UGA,MOROTO,ABIM,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,31,29,60,28,28,56,4,Fail,moderate,0,1,1,0,0,1,1,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,25,0.07
UGA,MOROTO,ABIM DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-01-24,23,37,60,22,34,56,4,Fail,moderate,0,0,1,0,0,0,3,96.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,75,0.07
UGA,MOROTO,ABIM DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-12T00:00:00Z,2022-11-16,2022-11-16,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,MOROTO,AMUDAT,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,33,27,60,28,22,50,10,Fail,poor,0,8,1,0,0,1,0,68.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,10,0,0,10,0,0.17
UGA,MOROTO,AMUDAT,UGA-2024-08-01_nOPV,nOPV2,Rnd2,21,2024-11-09T00:00:00Z,2024-11-13,2024-11-14,32,28,60,21,19,40,20,Fail,very poor,0,18,2,0,0,0,0,26.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0.33
UGA,MOROTO,AMUDAT DISTRICT,UGAnOPV,nOPV2,Rnd1,21,2022-01-22T00:00:00Z,2022-01-26,2022-01-27,32,28,60,28,24,52,8,Fail,moderate,0,3,4,0,0,1,0,71.67,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.5,50,0,0,12.5,0,0.13
UGA,MOROTO,AMUDAT DISTRICT,UGAnOPV,nOPV2,Rnd2,21,2022-11-08T00:00:00Z,2022-11-12,2022-11-12,32,28,60,31,27,58,2,Pass,high,0,0,1,0,1,0,0,96.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0.03
UGA,MOROTO,KAABONG,UGA-2024-08-01_nOPV,nOPV2,Rnd1,21,2024-10-02T00:00:00Z,2024-10-06,2024-10-07,26,34,60,24,34,58,2,Pass,high,0,0,1,0,0,1,0,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
