country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_travelled,abs_reason_other,abs_reason_market,abs_reason_school,nc_reason_others,nc_reason_child_sick,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
ALG,BORDJ BOU ARRERIDJ,BIR KASDALI,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BORDJ BOU ARRERIDJ,BORJ BOU ARRERIDJ,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,32,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,48,42,90,48,42,90,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BORDJ BOU ARRERIDJ,BORJ BOU ARRERIDJ,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BORDJ BOU ARRERIDJ,EL COLLA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BORDJ BOU ARRERIDJ,EL COLLA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BORDJ BOU ARRERIDJ,MANSOURRAH,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BORDJ BOU ARRERIDJ,MANSOURRAH,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BORDJ BOU ARRERIDJ,MEDJANA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,23,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,39,31,70,39,31,70,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BORDJ BOU ARRERIDJ,MEDJANA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,18,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BORDJ BOU ARRERIDJ,RAS EL OUED,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,33,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,44,46,90,44,46,90,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BORDJ BOU ARRERIDJ,RAS EL OUED,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,45,15,60,45,15,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BOUIRA,AHNIF,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,30,30,60,30,29,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ALG,BOUIRA,AHNIF,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BOUIRA,AIN BESSAM,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BOUIRA,AIN BESSAM,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BOUIRA,BOUIRA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0.02
ALG,BOUIRA,BOUIRA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,30,30,60,30,29,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0.02
ALG,BOUIRA,LAKHDARIA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,32,28,60,31,27,58,2,Pass,high,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0.03
ALG,BOUIRA,LAKHDARIA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,26,34,60,26,33,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ALG,BOUIRA,SOUR EL GHOZLANE,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BOUIRA,SOUR EL GHOZLANE,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BOUMERDES,BORDJ MENAIEL,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,20,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,23,27,50,23,27,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
ALG,BOUMERDES,BORDJ MENAIEL,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BOUMERDES,BOUMERDES,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,15,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,32,18,50,32,18,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
ALG,BOUMERDES,BOUMERDES,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,30,30,60,29,30,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0.02
ALG,BOUMERDES,DELLYS,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BOUMERDES,DELLYS,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BOUMERDES,KHEMIS EL KHECHNA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,27,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,34,36,70,34,36,70,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,BOUMERDES,KHEMIS EL KHECHNA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CHLEF,BENI HAOUA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,23,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CHLEF,BENI HAOUA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CHLEF,BOUKADIR,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CHLEF,BOUKADIR,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CHLEF,OUED FODDA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,31,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,42,38,80,42,38,80,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CHLEF,OUED FODDA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CHLEF,OULED FARES,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,32,28,60,32,27,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0.02
ALG,CHLEF,OULED FARES,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CHLEF,TAOUGRIT,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,18,42,60,18,42,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CHLEF,TAOUGRIT,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CHLEF,TENES,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CHLEF,TENES,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CONSTANTINE,AIN ABID,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,35,25,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0.02
ALG,CONSTANTINE,AIN ABID,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CONSTANTINE,EL KHROUB,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,31,29,60,29,29,58,2,Pass,high,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0.03
ALG,CONSTANTINE,EL KHROUB,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,29,31,60,27,30,57,3,Pass,high,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,33.33,0,0,0,66.67,0.05
ALG,CONSTANTINE,HAMMA BOUZIANE,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,33,27,60,32,26,58,2,Pass,high,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,50,0,0,0,50,0.03
ALG,CONSTANTINE,HAMMA BOUZIANE,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CONSTANTINE,LARBI BENMHIDI,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CONSTANTINE,LARBI BENMHIDI,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CONSTANTINE,MENTOURI,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,32,28,60,31,28,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0.02
ALG,CONSTANTINE,MENTOURI,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CONSTANTINE,ZIGHOUD YOUCEF,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,CONSTANTINE,ZIGHOUD YOUCEF,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,DJELFA,AIN OUSSARA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,20,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,37,23,60,37,20,57,3,Pass,high,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,66.67,0,0,0,33.33,0.05
ALG,DJELFA,AIN OUSSARA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,20,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,34,26,60,21,14,35,25,Fail,very poor,0,0,2,0,0,0,23,0,2,0,0,0,0,0,0,0,8,0,0,0,92,0.42
ALG,DJELFA,DJELFA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,DJELFA,DJELFA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,22,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,31,29,60,31,28,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ALG,DJELFA,GUETTARA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,31,29,60,29,28,57,3,Pass,high,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.05
ALG,DJELFA,GUETTARA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,38,22,60,32,20,52,8,Fail,moderate,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,37.5,0,0,0,62.5,0.13
ALG,DJELFA,HASSI BAHBAH,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,9,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,33,27,60,25,20,45,15,Fail,poor,0,0,12,0,0,0,3,0,1,11,0,0,0,0,0,0,80,0,0,0,20,0.25
ALG,DJELFA,HASSI BAHBAH,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,30,30,60,28,28,56,4,Fail,moderate,0,0,3,0,0,0,1,0,0,2,1,0,1,0,0,0,75,0,0,0,25,0.07
ALG,DJELFA,MESSAAD,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,38,22,60,34,19,53,7,Fail,moderate,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.12
ALG,DJELFA,MESSAAD,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,35,25,60,23,18,41,19,Fail,poor,0,0,0,0,0,0,19,0,0,0,0,0,7,1,0,0,0,0,0,0,100,0.32
ALG,EL BAYADH,BREIZINA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,BREIZINA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,CHELLALA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,CHELLALA,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0.02
ALG,EL BAYADH,EL BAYADH,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,25,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,36,34,70,34,33,67,3,Pass,high,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,33.33,0,0,0,66.67,0.04
ALG,EL BAYADH,EL BAYADH,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,EPSP BREZINA,ALG-2023-09-01_nOPV,nOPV2,Rnd1,21,2024-07-29T00:00:00Z,2024-08-02,2024-10-02,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,EPSP BREZINA,ALG-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-01-28T00:00:00Z,2024-02-01,2024-02-02,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,EPSP BREZINA,nOPV2022,nOPV2,Rnd1,21,2022-12-10T00:00:00Z,2022-12-14,2022-12-14,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,EPSP BREZINA,nOPV2022,nOPV2,Rnd2,21,2023-01-22T00:00:00Z,2023-01-26,2023-01-26,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,EPSP CHELLALA,ALG-2023-09-01_nOPV,nOPV2,Rnd1,21,2024-08-29T00:00:00Z,2024-09-02,2024-10-02,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,EPSP CHELLALA,ALG-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-01-28T00:00:00Z,2024-02-01,2024-02-02,31,29,60,30,28,58,2,Pass,high,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
ALG,EL BAYADH,EPSP CHELLALA,nOPV2022,nOPV2,Rnd1,21,2022-12-10T00:00:00Z,2022-12-14,2022-12-15,28,32,60,27,31,58,2,Pass,high,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
ALG,EL BAYADH,EPSP CHELLALA,nOPV2022,nOPV2,Rnd2,21,2023-01-22T00:00:00Z,2023-01-26,2023-01-27,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,EPSP EL BAYADH,ALG-2023-09-01_nOPV,nOPV2,Rnd1,21,2024-07-29T00:00:00Z,2024-08-02,2024-10-02,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0.02
ALG,EL BAYADH,EPSP EL BAYADH,ALG-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-01-28T00:00:00Z,2024-02-01,2024-02-02,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0.02
ALG,EL BAYADH,EPSP EL BAYADH,nOPV2022,nOPV2,Rnd1,21,2022-12-10T00:00:00Z,2022-12-14,2022-12-15,29,31,60,28,25,53,7,Fail,moderate,0,0,2,0,0,0,5,0,0,1,1,0,2,0,0,0,28.57,0,0,0,71.43,0.12
ALG,EL BAYADH,EPSP EL BAYADH,nOPV2022,nOPV2,Rnd2,21,2023-01-22T00:00:00Z,2023-01-26,2023-01-28,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,EPSP KHEITER,ALG-2023-09-01_nOPV,nOPV2,Rnd1,21,2024-07-29T00:00:00Z,2024-08-02,2024-09-02,27,33,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ALG,EL BAYADH,EPSP KHEITER,ALG-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-01-28T00:00:00Z,2024-02-01,2024-02-02,37,23,60,36,23,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0.02
ALG,EL BAYADH,EPSP KHEITER,nOPV2022,nOPV2,Rnd1,21,2022-12-10T00:00:00Z,2022-12-14,2022-12-15,31,29,60,27,24,51,9,Fail,poor,0,0,3,0,0,0,6,0,1,0,2,0,0,0,0,0,33.33,0,0,0,66.67,0.15
ALG,EL BAYADH,EPSP KHEITER,nOPV2022,nOPV2,Rnd2,21,2023-01-22T00:00:00Z,2023-01-26,2023-01-26,27,33,60,23,28,51,9,Fail,poor,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.15
ALG,EL BAYADH,EPSP KHEITER,nOPV2022,nOPV2,Rnd3,21,2023-03-19T00:00:00Z,2023-03-23,2023-03-25,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL BAYADH,KHEITER,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd1,21,2025-11-30T00:00:00Z,2025-12-04,2025-12-05,37,23,60,36,23,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ALG,EL BAYADH,KHEITER,ALG-2025-09-01_nOPV_NID,nOPV2,Rnd2,21,2025-12-27T00:00:00Z,2025-12-31,2026-01-01,35,25,60,34,25,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ALG,EL OUAD,EPSP DEBILA,ALG-2023-09-01_nOPV,nOPV2,Rnd1,21,2024-08-29T00:00:00Z,2024-09-02,2024-09-02,44,16,60,44,16,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL OUAD,EPSP DEBILA,ALG-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-01-28T00:00:00Z,2024-02-01,2024-02-02,40,20,60,40,20,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,EL OUAD,EPSP DEBILA,nOPV2022,nOPV2,Rnd1,21,2022-12-10T00:00:00Z,2022-12-14,2022-12-15,33,27,60,30,26,56,4,Fail,moderate,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,50,0,0,0,50,0.07
ALG,EL OUAD,EPSP DEBILA,nOPV2022,nOPV2,Rnd2,21,2023-01-22T00:00:00Z,2023-01-26,2023-01-28,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
