country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_school,abs_reason_travelled,abs_reason_farm,abs_reason_in_playground,abs_reason_market,abs_reason_other,nc_reason_vaccines_safety,nc_reason_too_many_rnd,nc_reason_religious_cultural,nc_reason_covid_19,nc_reason_others,nc_reason_no_felt_need,nc_reason_child_sick,nc_reason_nopvconcern,nc_reason_no_care_giver_consent,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
TNZ,KATAVI,MPANDA TC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MPIMBWE DC,MLW_WPV1,bOPV,Rnd2,9,2022-05-23T00:00:00Z,2022-05-27,2022-05-28,20,10,30,18,6,24,36,Fail,very poor,0,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,83.33,1.2
TNZ,KATAVI,MPIMBWE DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-09,23,37,60,22,37,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
TNZ,KATAVI,MPIMBWE DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,20,40,60,20,38,58,2,Pass,high,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0.03
TNZ,KATAVI,MPIMBWE DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-29,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,MPIMBWE DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,NSIMBO DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,30,30,60,28,27,55,5,Fail,moderate,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.08
TNZ,KATAVI,NSIMBO DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,NSIMBO DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,NSIMBO DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KATAVI,NSIMBO DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,BUHIGWE DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,BUHIGWE DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,BUHIGWE DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,BUHIGWE DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,BUHIGWE DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KAKONKO DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KAKONKO DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KAKONKO DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-09,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KAKONKO DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KAKONKO DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KASULU DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,33,27,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TNZ,KIGOMA,KASULU DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KASULU DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KASULU DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KASULU DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KASULU TC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,33,27,60,30,27,57,3,Pass,high,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,33.33,0,0.05
TNZ,KIGOMA,KASULU TC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,41,19,60,41,19,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KASULU TC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KASULU TC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,27,33,60,27,32,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
TNZ,KIGOMA,KASULU TC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-06T00:00:00Z,2023-11-10,2023-11-11,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIBONDO DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,35,25,60,31,23,54,6,Fail,moderate,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,66.67,0.1
TNZ,KIGOMA,KIBONDO DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIBONDO DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIBONDO DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIBONDO DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIGOMA DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,31,29,60,30,29,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
TNZ,KIGOMA,KIGOMA DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-11,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIGOMA DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIGOMA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIGOMA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIGOMA UJIJI MC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,28,32,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
TNZ,KIGOMA,KIGOMA UJIJI MC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIGOMA UJIJI MC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIGOMA UJIJI MC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,KIGOMA UJIJI MC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,UVINZA DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,32,28,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TNZ,KIGOMA,UVINZA DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,UVINZA DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,25,35,60,24,35,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TNZ,KIGOMA,UVINZA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd1,21,2023-09-24T00:00:00Z,2023-09-28,2023-09-30,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KIGOMA,UVINZA DC,TNZ-2023-07-01_nOPV,nOPV2,Rnd2,21,2023-11-05T00:00:00Z,2023-11-09,2023-11-11,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,HAI DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,HAI DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,HAI DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,MOSHI DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-22T00:00:00Z,2022-05-26,2022-05-28,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,MOSHI DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,MOSHI DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,MOSHI MC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-28,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,MOSHI MC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,MOSHI MC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,MWANGA DC,MLW_WPV1,bOPV,Rnd2,23,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,MWANGA DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,MWANGA DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,ROMBO DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,21,39,60,21,39,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,ROMBO DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,ROMBO DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,25,35,60,25,34,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
TNZ,KILIMANJARO,SAME DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,27,33,60,26,30,56,4,Fail,moderate,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.07
TNZ,KILIMANJARO,SAME DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,SAME DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,20,40,60,20,40,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,SIHA DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-21T00:00:00Z,2022-05-25,2022-05-27,33,27,60,33,25,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
TNZ,KILIMANJARO,SIHA DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KILIMANJARO,SIHA DC,MLW_WPV1,bOPV,Rnd4,21,2022-12-04T00:00:00Z,2022-12-08,2022-12-10,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KUSINI PEMBA,CHAKE CHAKE DC,MLW_WPV1,bOPV,Rnd2,12,2022-05-23T00:00:00Z,2022-05-27,2022-05-29,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KUSINI PEMBA,CHAKE CHAKE DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KUSINI PEMBA,CHAKE CHAKE DC,MLW_WPV1,bOPV,Rnd4,19,2022-11-22T00:00:00Z,2022-11-26,2022-11-28,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KUSINI PEMBA,MKOANI DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-24T00:00:00Z,2022-05-28,2022-05-29,33,27,60,30,24,54,6,Fail,moderate,0,3,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.1
TNZ,KUSINI PEMBA,MKOANI DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KUSINI PEMBA,MKOANI DC,MLW_WPV1,bOPV,Rnd4,21,2022-11-22T00:00:00Z,2022-11-26,2022-11-28,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KUSINI UNGUJA,KATI DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-23T00:00:00Z,2022-05-27,2022-05-29,25,35,60,24,34,58,2,Pass,high,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.03
TNZ,KUSINI UNGUJA,KATI DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,29,31,60,28,30,58,2,Pass,high,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0.03
TNZ,KUSINI UNGUJA,KATI DC,MLW_WPV1,bOPV,Rnd4,21,2022-11-22T00:00:00Z,2022-11-26,2022-11-28,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KUSINI UNGUJA,KUSINI DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-24T00:00:00Z,2022-05-28,2022-05-29,40,20,60,37,20,57,3,Pass,high,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
TNZ,KUSINI UNGUJA,KUSINI DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,KUSINI UNGUJA,KUSINI DC,MLW_WPV1,bOPV,Rnd4,21,2022-11-22T00:00:00Z,2022-11-26,2022-11-28,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,LINDI,KILWA DC,MLW_WPV1,bOPV,Rnd2,21,2022-05-22T00:00:00Z,2022-05-26,2022-05-28,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNZ,LINDI,KILWA DC,MLW_WPV1,bOPV,Rnd3,21,2022-09-04T00:00:00Z,2022-09-08,2022-09-10,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
