country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_in_playground,abs_reason_travelled,abs_reason_farm,abs_reason_market,abs_reason_other,abs_reason_school,nc_reason_vaccines_safety,nc_reason_no_care_giver_consent,nc_reason_religious_cultural,nc_reason_child_sick,nc_reason_others,nc_reason_no_felt_need,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
MAU,NOUAKCHOTT NORD,TEYARETT,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,32,28,60,23,25,48,12,Fail,poor,0,4,3,1,0,4,0,80,0,0,0,0,3,0,0,0,0,0,0,0,0,33.33,25,8.33,0,33.33,0,0.2
MAU,NOUAKCHOTT NORD,TEYARETT,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,36,24,60,31,24,55,5,Fail,moderate,0,5,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.08
MAU,NOUAKCHOTT NORD,TEYARETT,MAU_57DS_08-2021nOPV,nOPV2,MOPUP,21,2022-07-04T00:00:00Z,2022-07-08,2022-07-09,30,30,60,23,25,48,12,Fail,poor,0,11,0,0,0,1,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,91.67,0,0,0,8.33,0,0.2
MAU,NOUAKCHOTT NORD,TEYARETT,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,34,26,60,20,13,33,27,Fail,very poor,0,21,0,0,0,6,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,0,0,0,22.22,0,0.45
MAU,NOUAKCHOTT NORD,TEYARETT,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-07,26,34,60,14,21,35,25,Fail,very poor,0,14,2,0,0,9,0,88.33,1,1,0,0,0,0,0,0,0,0,0,0,0,56,8,0,0,36,0,0.42
MAU,NOUAKCHOTT NORD,TOUJOUNINE,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,24,36,60,19,28,47,13,Fail,poor,0,11,0,0,0,1,1,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,84.62,0,0,0,7.69,7.69,0.22
MAU,NOUAKCHOTT NORD,TOUJOUNINE,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,28,32,60,28,30,58,2,Pass,high,0,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
MAU,NOUAKCHOTT NORD,TOUJOUNINE,MAU_57DS_08-2021nOPV,nOPV2,MOPUP,21,2022-07-04T00:00:00Z,2022-07-08,2022-07-09,33,27,60,29,22,51,9,Fail,poor,0,9,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.15
MAU,NOUAKCHOTT NORD,TOUJOUNINE,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,29,31,60,21,21,42,18,Fail,poor,0,15,2,0,0,1,0,81.67,0,2,0,0,0,0,0,0,0,0,0,0,0,83.33,11.11,0,0,5.56,0,0.3
MAU,NOUAKCHOTT NORD,TOUJOUNINE,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-07,27,33,60,21,25,46,14,Fail,poor,1,13,0,0,0,0,0,95,0,0,0,0,0,0,0,1,0,0,0,0,7.14,92.86,0,0,0,0,0,0.23
MAU,NOUAKCHOTT OUEST,KSAR,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,28,32,60,11,12,23,37,Fail,very poor,0,31,2,1,0,3,0,86.67,0,0,1,0,0,1,0,0,0,0,0,0,0,83.78,5.41,2.7,0,8.11,0,0.62
MAU,NOUAKCHOTT OUEST,KSAR,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,31,29,60,30,27,57,3,Pass,high,0,1,0,1,0,0,1,76.67,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,33.33,0.05
MAU,NOUAKCHOTT OUEST,KSAR,MAU_57DS_08-2021nOPV,nOPV2,MOPUP,21,2022-07-04T00:00:00Z,2022-07-08,2022-07-09,27,33,60,26,32,58,2,Pass,high,0,0,2,0,0,0,0,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
MAU,NOUAKCHOTT OUEST,KSAR,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,27,33,60,15,18,33,27,Fail,very poor,3,19,0,3,0,2,0,61.67,0,0,0,0,0,0,1,2,0,0,0,0,11.11,70.37,0,11.11,0,7.41,0,0.45
MAU,NOUAKCHOTT OUEST,KSAR,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-07,30,30,60,24,24,48,12,Fail,poor,0,11,1,0,0,0,0,96.67,0,0,0,0,1,0,0,0,0,0,0,0,0,91.67,8.33,0,0,0,0,0.2
MAU,NOUAKCHOTT OUEST,SEBKHA,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,34,26,60,23,16,39,21,Fail,very poor,0,14,6,1,0,0,0,41.67,1,0,0,2,0,3,0,0,0,0,0,0,0,66.67,28.57,4.76,0,0,0,0.35
MAU,NOUAKCHOTT OUEST,SEBKHA,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,32,28,60,27,20,47,13,Fail,poor,0,10,2,0,0,0,1,33.33,0,0,0,0,2,0,0,0,0,0,0,0,0,76.92,15.38,0,0,0,7.69,0.22
MAU,NOUAKCHOTT OUEST,SEBKHA,MAU_57DS_08-2021nOPV,nOPV2,MOPUP,21,2022-07-04T00:00:00Z,2022-07-08,2022-07-09,24,36,60,24,35,59,1,Pass,high,0,0,0,0,0,0,1,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
MAU,NOUAKCHOTT OUEST,SEBKHA,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,34,26,60,20,19,39,21,Fail,very poor,0,21,0,0,0,0,0,63.33,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.35
MAU,NOUAKCHOTT OUEST,SEBKHA,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-07,30,30,60,29,28,57,3,Pass,high,0,1,2,0,0,0,0,73.33,0,0,0,0,2,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
MAU,NOUAKCHOTT OUEST,TEVRAGH ZEINE,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,28,32,60,24,23,47,13,Fail,poor,0,8,5,0,0,0,0,95,0,0,0,1,4,0,0,0,0,0,0,0,0,61.54,38.46,0,0,0,0,0.22
MAU,NOUAKCHOTT OUEST,TEVRAGH ZEINE,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,27,33,60,22,25,47,13,Fail,poor,0,11,1,1,0,0,0,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,84.62,7.69,7.69,0,0,0,0.22
MAU,NOUAKCHOTT OUEST,TEVRAGH ZEINE,MAU_57DS_08-2021nOPV,nOPV2,MOPUP,20,2022-07-04T00:00:00Z,2022-07-08,2022-07-09,30,30,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,80,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
MAU,NOUAKCHOTT OUEST,TEVRAGH ZEINE,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,34,26,60,19,18,37,23,Fail,very poor,1,18,1,0,0,3,0,70,0,0,0,0,1,0,0,0,0,0,0,1,4.35,78.26,4.35,0,0,13.04,0,0.38
MAU,NOUAKCHOTT OUEST,TEVRAGH ZEINE,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-07,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,NOUAKCHOTT SUD,ARAFAT,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,28,32,60,26,30,56,4,Fail,moderate,0,4,0,0,0,0,0,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.07
MAU,NOUAKCHOTT SUD,ARAFAT,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,NOUAKCHOTT SUD,ARAFAT,MAU_57DS_08-2021nOPV,nOPV2,MOPUP,21,2022-07-04T00:00:00Z,2022-07-08,2022-07-09,29,31,60,28,29,57,3,Pass,high,0,2,1,0,0,0,0,90,0,0,0,0,1,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
MAU,NOUAKCHOTT SUD,ARAFAT,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,31,29,60,19,19,38,22,Fail,very poor,1,10,2,0,0,7,2,65,1,1,0,0,0,0,1,0,0,0,0,0,4.55,45.45,9.09,0,0,31.82,9.09,0.37
MAU,NOUAKCHOTT SUD,ARAFAT,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-06,22,38,60,21,31,52,8,Fail,moderate,2,3,1,1,1,0,0,86.67,0,1,0,0,0,0,1,1,0,0,0,0,25,37.5,12.5,12.5,12.5,0,0,0.13
MAU,NOUAKCHOTT SUD,EL MINA,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,39,21,60,36,21,57,3,Pass,high,0,0,3,0,0,0,0,71.67,0,0,0,0,2,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
MAU,NOUAKCHOTT SUD,EL MINA,MAU-2024-01-01_nOPV,nOPV2,Rnd2,6,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,35,25,60,35,24,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
MAU,NOUAKCHOTT SUD,EL MINA,MAU_57DS_08-2021nOPV,nOPV2,MOPUP,21,2022-07-04T00:00:00Z,2022-07-08,2022-07-09,30,30,60,29,30,59,1,Pass,high,0,1,0,0,0,0,0,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MAU,NOUAKCHOTT SUD,EL MINA,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,35,25,60,21,12,33,27,Fail,very poor,0,17,6,0,0,4,0,53.33,1,2,0,2,0,1,0,0,0,0,0,0,0,62.96,22.22,0,0,14.81,0,0.45
MAU,NOUAKCHOTT SUD,EL MINA,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-06,24,36,60,22,33,55,5,Fail,moderate,0,3,0,0,0,2,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,40,0,0.08
MAU,NOUAKCHOTT SUD,RIYADH,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,37,23,60,33,19,52,8,Fail,moderate,0,5,0,0,0,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,37.5,0,0.13
MAU,NOUAKCHOTT SUD,RIYADH,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,32,28,60,32,27,59,1,Pass,high,0,1,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MAU,NOUAKCHOTT SUD,RIYADH,MAU_57DS_08-2021nOPV,nOPV2,MOPUP,21,2022-07-04T00:00:00Z,2022-07-08,2022-07-09,33,27,60,33,26,59,1,Pass,high,0,0,0,0,0,1,0,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
MAU,NOUAKCHOTT SUD,RIYADH,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,27,33,60,12,13,25,35,Fail,very poor,1,31,0,0,0,3,0,71.67,0,0,0,0,0,0,0,0,0,1,0,0,2.86,88.57,0,0,0,8.57,0,0.58
MAU,NOUAKCHOTT SUD,RIYADH,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-06,32,28,60,23,23,46,14,Fail,poor,1,8,2,0,0,3,0,86.67,1,0,0,1,0,0,1,0,0,0,0,0,7.14,57.14,14.29,0,0,21.43,0,0.23
MAU,TAGANT,MOUDJERIA,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-20,33,27,60,11,8,19,41,Fail,very poor,1,38,0,0,0,2,0,75,0,0,0,0,0,0,0,0,1,0,0,0,2.44,92.68,0,0,0,4.88,0,0.68
MAU,TAGANT,MOUDJERIA,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-06,35,25,60,33,24,57,3,Pass,high,0,0,3,0,0,0,0,76.67,0,1,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
MAU,TAGANT,MOUDJRIA,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,25,35,60,11,24,35,25,Fail,very poor,0,2,1,1,0,21,0,71.67,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,4,0,84,0,0.42
MAU,TAGANT,MOUDJRIA,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,34,26,60,23,22,45,15,Fail,poor,0,2,2,0,0,10,1,55,1,0,0,0,0,1,0,0,0,0,0,0,0,13.33,13.33,0,0,66.67,6.67,0.25
MAU,TAGANT,TICHITT,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-15T00:00:00Z,2021-12-19,2021-12-20,33,27,60,32,26,58,2,Pass,high,0,0,0,0,0,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
MAU,TAGANT,TICHITT,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-06,31,29,60,30,28,58,2,Pass,high,0,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
MAU,TAGANT,TIDJIKJA,MAU-2024-01-01_nOPV,nOPV2,Rnd1,22,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,35,25,60,18,14,32,28,Fail,very poor,0,4,0,1,0,21,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,3.57,0,75,7.14,0.47
MAU,TAGANT,TIDJIKJA,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,29,31,60,23,26,49,11,Fail,poor,0,0,0,0,0,11,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.18
MAU,TAGANT,TIDJIKJA,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,35,25,60,25,22,47,13,Fail,poor,0,1,0,1,0,11,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,84.62,0,0.22
MAU,TAGANT,TIDJIKJA,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-07,24,36,60,24,34,58,2,Pass,high,0,1,1,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
MAU,TIRIS EZMMOUR,BIR OUMGREINE,MAU-2024-01-01_nOPV,nOPV2,Rnd1,14,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,34,26,60,31,23,54,6,Fail,moderate,0,2,2,0,1,0,1,93.33,0,0,0,0,2,0,0,0,0,0,0,0,0,33.33,33.33,0,16.67,0,16.67,0.1
MAU,TIRIS EZMMOUR,BIR OUMGREINE,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,TIRIS EZMMOUR,BIR OUMGREINE,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-14T00:00:00Z,2021-12-18,2021-12-19,33,27,60,13,15,28,32,Fail,very poor,2,10,2,0,0,18,0,80,0,1,0,1,0,0,0,0,0,0,1,1,6.25,31.25,6.25,0,0,56.25,0,0.53
MAU,TIRIS EZMMOUR,BIR OUMGREINE,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,18,2022-04-01T00:00:00Z,2022-04-05,2022-04-05,20,30,50,20,29,49,11,Fail,poor,0,0,0,0,0,1,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,90.91,0.22
MAU,TIRIS EZMMOUR,F_DERICK,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,26,34,60,7,10,17,43,Fail,very poor,0,31,7,0,1,1,3,31.67,1,0,0,0,6,0,0,0,0,0,0,0,0,72.09,16.28,0,2.33,2.33,6.98,0.72
MAU,TIRIS EZMMOUR,F_DERICK,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-03-31T00:00:00Z,2022-04-04,2022-04-05,33,27,60,32,26,58,2,Pass,high,0,0,1,0,0,0,1,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
MAU,TIRIS EZMMOUR,F_DERIK,MAU-2024-01-01_nOPV,nOPV2,Rnd1,22,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,29,31,60,10,8,18,42,Fail,very poor,0,1,0,0,0,1,40,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,2.38,95.24,0.7
MAU,TIRIS EZMMOUR,F_DERIK,MAU-2024-01-01_nOPV,nOPV2,Rnd2,20,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,33,27,60,31,26,57,3,Pass,high,0,1,2,0,0,0,0,78.33,0,1,0,1,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
MAU,TIRIS EZMMOUR,ZOUERATE,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,31,29,60,26,25,51,9,Fail,poor,0,6,0,0,0,0,3,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,33.33,0.15
MAU,TIRIS EZMMOUR,ZOUERATE,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,31,29,60,25,20,45,15,Fail,poor,0,9,5,0,0,1,0,78.33,1,2,0,1,1,0,0,0,0,0,0,0,0,60,33.33,0,0,6.67,0,0.25
MAU,TIRIS EZMMOUR,ZOUERATE,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,33,27,60,26,21,47,13,Fail,poor,0,8,1,1,0,2,1,91.67,0,1,0,0,0,0,0,0,0,0,0,0,0,61.54,7.69,7.69,0,15.38,7.69,0.22
MAU,TIRIS EZMMOUR,ZOUERATE,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-06,36,24,60,35,23,58,2,Pass,high,0,2,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
MAU,TRARZA,BOUTILIMITT,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,36,24,60,32,20,52,8,Fail,moderate,0,6,1,1,0,0,0,83.33,0,1,0,0,0,0,0,0,0,0,0,0,0,75,12.5,12.5,0,0,0,0.13
MAU,TRARZA,BOUTILIMITT,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,33,27,60,32,23,55,5,Fail,moderate,0,1,2,1,0,1,0,11.67,1,1,0,0,0,0,0,0,0,0,0,0,0,20,40,20,0,20,0,0.08
MAU,TRARZA,BOUTILIMITT,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-18,30,30,60,21,19,40,20,Fail,very poor,0,6,0,2,0,0,12,71.67,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,60,0.33
MAU,TRARZA,BOUTILIMITT,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-04-07,34,26,60,34,25,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
MAU,TRARZA,KEUR MACENE,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,25,35,60,23,29,52,8,Fail,moderate,0,0,7,0,0,0,1,100,2,0,0,0,5,0,0,0,0,0,0,0,0,0,87.5,0,0,0,12.5,0.13
MAU,TRARZA,KEUR MACENE,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,39,21,60,32,18,50,10,Fail,poor,0,3,5,0,0,2,0,93.33,3,1,0,1,0,0,0,0,0,0,0,0,0,30,50,0,0,20,0,0.17
MAU,TRARZA,KEUR MACENE,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,38,22,60,34,20,54,6,Fail,moderate,0,0,4,1,0,0,1,96.67,1,2,0,0,1,0,0,0,0,0,0,0,0,0,66.67,16.67,0,0,16.67,0.1
MAU,TRARZA,KEUR MACENE,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,6,2022-04-01T00:00:00Z,2022-04-05,2022-04-07,28,32,60,28,31,59,1,Pass,high,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MAU,TRARZA,MEDERDRA,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,37,23,60,32,21,53,7,Fail,moderate,0,5,1,0,0,0,1,93.33,0,0,0,0,0,1,0,0,0,0,0,0,0,71.43,14.29,0,0,0,14.29,0.12
MAU,TRARZA,MEDERDRA,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,34,26,60,28,21,49,11,Fail,poor,0,4,2,0,0,0,5,56.67,0,2,0,0,0,0,0,0,0,0,0,0,0,36.36,18.18,0,0,0,45.45,0.18
MAU,TRARZA,MEDERDRA,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-14T00:00:00Z,2021-12-18,2021-12-19,29,31,60,23,23,46,14,Fail,poor,0,0,12,1,0,1,0,11.67,0,3,0,0,9,0,0,0,0,0,0,0,0,0,85.71,7.14,0,7.14,0,0.23
MAU,TRARZA,MEDERDRA,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,22,2022-04-01T00:00:00Z,2022-04-05,2022-04-07,40,20,60,38,20,58,2,Pass,high,0,1,1,0,0,0,0,88.33,0,1,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
MAU,TRARZA,OUAD-NAGA,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,35,25,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MAU,TRARZA,OUAD-NAGA,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,29,31,60,23,21,44,16,Fail,poor,0,1,2,0,0,9,4,71.67,0,1,0,0,1,0,0,0,0,0,0,0,0,6.25,12.5,0,0,56.25,25,0.27
MAU,TRARZA,OUAD-NAGA,MAU_57DS_08-2021nOPV,nOPV2,MOPUP,21,2022-07-04T00:00:00Z,2022-07-08,2022-07-09,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU,TRARZA,OUAD-NAGA,MAU_57DS_08-2021nOPV,nOPV2,Rnd1,21,2021-12-13T00:00:00Z,2021-12-17,2021-12-19,30,30,60,25,24,49,11,Fail,poor,1,7,2,0,0,0,1,85,0,1,0,0,0,1,0,0,0,1,0,0,9.09,63.64,18.18,0,0,0,9.09,0.18
MAU,TRARZA,OUAD-NAGA,MAU_57DS_08-2021nOPV,nOPV2,Rnd2,12,2022-03-31T00:00:00Z,2022-04-04,2022-04-06,36,24,60,34,21,55,5,Fail,moderate,0,2,2,0,0,0,1,95,1,1,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,20,0.08
MAU,TRARZA,ROSSO,MAU-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,30,30,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,65,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
MAU,TRARZA,ROSSO,MAU-2024-01-01_nOPV,nOPV2,Rnd2,21,2024-05-23T00:00:00Z,2024-05-27,2024-05-28,38,22,60,33,19,52,8,Fail,moderate,0,7,1,0,0,0,0,36.67,0,1,0,0,0,0,0,0,0,0,0,0,0,87.5,12.5,0,0,0,0,0.13
