country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_in_playground,abs_reason_market,abs_reason_other,abs_reason_school,abs_reason_travelled,abs_reason_farm,nc_reason_no_care_giver_consent,nc_reason_no_felt_need,nc_reason_too_many_rnd,nc_reason_vaccines_safety,nc_reason_others,nc_reason_covid_19,nc_reason_religious_cultural,nc_reason_child_sick,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
ETH,DIRE DAWA,DIRE DAWA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,63,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,105,75,180,98,74,172,8,Fail,moderate,0,1,2,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12.5,25,0,0,37.5,25,0.04
ETH,GAMBELLA,AGNUAK,ADDIS ABABA,nOPV2,Rnd1,43,2021-11-02T00:00:00Z,2021-11-06,2022-04-21,54,66,120,49,61,110,10,Fail,poor,0,1,1,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,10,40,30,0,0.08
ETH,GAMBELLA,AGNUAK,Addis Ababa,,Rnd1,45,2024-10-04T00:00:00Z,2024-10-08,2024-11-13,80,70,150,80,69,149,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.01
ETH,GAMBELLA,AGNUAK,Addis Ababa,,Rnd2,44,2024-12-03T00:00:00Z,2024-12-07,2024-12-14,65,75,140,65,75,140,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,GAMBELLA,ANYWA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,GAMBELLA,GAMBELLA,ADDIS ABABA,nOPV2,Rnd1,42,2021-10-31T00:00:00Z,2021-11-04,2022-04-20,62,58,120,58,56,114,6,Fail,moderate,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.05
ETH,GAMBELLA,GAMBELLA,Addis Ababa,,Rnd1,23,2024-10-05T00:00:00Z,2024-10-09,2024-10-16,35,35,70,33,34,67,3,Pass,high,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.04
ETH,GAMBELLA,GAMBELLA,Addis Ababa,,Rnd2,22,2024-12-03T00:00:00Z,2024-12-07,2024-12-14,32,38,70,30,36,66,4,Fail,moderate,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0.06
ETH,GAMBELLA,GAMBELLA TOWN ADMINSTRATION,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,GAMBELLA,ITANG,Addis Ababa,,Rnd1,27,2024-10-04T00:00:00Z,2024-10-08,2024-10-15,53,37,90,50,33,83,7,Fail,moderate,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,71.43,14.29,0.08
ETH,GAMBELLA,ITANG,Addis Ababa,,Rnd2,22,2024-12-03T00:00:00Z,2024-12-07,2024-12-13,32,38,70,32,38,70,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,GAMBELLA,MAJANG,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,32,28,60,30,27,57,3,Pass,high,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
ETH,GAMBELLA,MEJENGER,ADDIS ABABA,nOPV2,Rnd1,43,2021-10-26T00:00:00Z,2021-10-30,2022-04-20,72,58,130,63,48,111,19,Fail,poor,0,1,11,1,0,6,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,5.26,57.89,5.26,0,31.58,0,0.15
ETH,GAMBELLA,MEJENGER,Addis Ababa,,Rnd1,23,2024-10-05T00:00:00Z,2024-10-09,2024-10-16,32,38,70,29,37,66,4,Fail,moderate,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,50,0,0,25,0,0.06
ETH,GAMBELLA,MEJENGER,Addis Ababa,,Rnd2,22,2024-12-03T00:00:00Z,2024-12-07,2024-12-14,31,39,70,28,39,67,3,Pass,high,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.04
ETH,GAMBELLA,NUER,ADDIS ABABA,nOPV2,Rnd1,42,2021-10-31T00:00:00Z,2021-11-04,2022-04-21,56,64,120,40,43,83,37,Fail,very poor,0,17,14,0,6,0,0,0,2,7,0,0,4,1,0,0,0,0,0,0,0,0,0,45.95,37.84,0,16.22,0,0,0.31
ETH,GAMBELLA,NUER,Addis Ababa,,Rnd1,24,2024-10-05T00:00:00Z,2024-10-09,2024-10-16,34,46,80,27,34,61,19,Fail,poor,0,2,11,0,0,6,0,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,10.53,57.89,0,0,31.58,0,0.24
ETH,GAMBELLA,NUER,Addis Ababa,,Rnd2,22,2024-12-03T00:00:00Z,2024-12-07,2024-12-15,35,35,70,35,34,69,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,GAMBELLA,NUER,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,24,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,39,31,70,39,31,70,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,HARARI,HARARI,Addis Ababa,,Rnd0,42,2025-10-13T00:00:00Z,2025-10-17,2025-10-20,65,55,120,64,54,118,2,Pass,high,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.02
ETH,HARARI,HARARI,Addis Ababa,,Rnd1,42,2025-02-23T00:00:00Z,2025-02-27,2025-03-01,53,67,120,53,64,117,3,Pass,high,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
ETH,HARARI,HARARI,Addis Ababa,,Rnd2,42,2025-06-03T00:00:00Z,2025-06-07,2025-06-09,62,58,120,60,58,118,2,Pass,high,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ETH,HARARI,HARARI,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,63,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,94,86,180,89,82,171,9,Fail,poor,0,2,4,1,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,22.22,44.44,11.11,0,22.22,0,0.05
ETH,HARERI,HARERI,ADDIS ABABA,nOPV2,Rnd1,42,2021-10-23T00:00:00Z,2021-10-27,2022-04-21,65,75,140,64,74,138,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.01
ETH,OROMIA,ADAMA CITY,Addis Ababa,,Rnd1,63,2025-02-28T00:00:00Z,2025-03-04,2025-03-06,98,82,180,98,80,178,2,Pass,high,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.01
ETH,OROMIA,ADAMA CITY,Addis Ababa,,Rnd2,80,2025-06-03T00:00:00Z,2025-06-07,2025-06-09,119,121,240,118,119,237,3,Pass,high,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.01
ETH,OROMIA,ADAMA CITY,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,84,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,137,103,240,132,102,234,6,Fail,moderate,0,0,5,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,83.33,16.67,0,0,0,0.03
ETH,OROMIA,ADAMA T.,ADDIS ABABA,nOPV2,Rnd1,42,2021-10-24T00:00:00Z,2021-10-28,2022-04-23,59,61,120,48,46,94,26,Fail,very poor,2,1,12,5,0,6,0,0,1,1,0,1,9,0,1,0,0,1,0,0,0,0,7.69,3.85,46.15,19.23,0,23.08,0,0.22
ETH,OROMIA,AMBO TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,31,29,60,23,27,50,10,Fail,poor,0,1,3,3,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,30,30,10,20,0,0.17
ETH,OROMIA,ARSI,ADDIS ABABA,nOPV2,Rnd1,49,2021-10-20T00:00:00Z,2021-10-24,2022-04-22,85,95,180,85,94,179,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,OROMIA,ARSI,Addis Ababa,,Rnd1,63,2025-02-24T00:00:00Z,2025-02-28,2025-03-03,96,84,180,95,84,179,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,OROMIA,ARSI,Addis Ababa,,Rnd2,105,2025-06-03T00:00:00Z,2025-06-07,2025-06-09,148,152,300,148,148,296,4,Fail,moderate,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,25,0,0.01
ETH,OROMIA,ARSI,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,158,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,231,209,440,213,195,408,32,Fail,very poor,0,20,2,0,0,9,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,62.5,6.25,0,0,28.12,3.12,0.07
ETH,OROMIA,ASELLA,Addis Ababa,,Rnd1,21,2025-02-25T00:00:00Z,2025-03-01,2025-03-03,26,34,60,26,33,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ETH,OROMIA,ASELLA,Addis Ababa,,Rnd2,21,2025-06-03T00:00:00Z,2025-06-07,2025-06-09,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,ASELLA TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,BALE,ADDIS ABABA,nOPV2,Rnd1,115,2021-10-18T00:00:00Z,2021-10-22,2022-04-23,139,201,340,137,200,337,3,Pass,high,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,33.33,0.01
ETH,OROMIA,BALE,Addis Ababa,,Rnd1,42,2025-02-24T00:00:00Z,2025-02-28,2025-03-02,60,60,120,60,59,119,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.01
ETH,OROMIA,BALE,Addis Ababa,,Rnd2,42,2025-06-01T00:00:00Z,2025-06-05,2025-06-11,55,65,120,55,65,120,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,BALE,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,37,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,60,60,120,60,60,120,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,BATU TOWN,Addis Ababa,,Rnd2,21,2025-06-03T00:00:00Z,2025-06-07,2025-06-09,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,BATU TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,BISHOFTU T.,ADDIS ABABA,nOPV2,Rnd1,21,2021-10-24T00:00:00Z,2021-10-28,2021-10-29,25,35,60,24,34,58,2,Pass,high,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0.03
ETH,OROMIA,BISHOFTU TOWN,Addis Ababa,,Rnd1,63,2025-02-24T00:00:00Z,2025-02-28,2025-03-02,94,86,180,90,86,176,4,Fail,moderate,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.02
ETH,OROMIA,BISHOFTU TOWN,Addis Ababa,,Rnd2,63,2025-06-03T00:00:00Z,2025-06-07,2025-06-09,96,84,180,95,82,177,3,Pass,high,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
ETH,OROMIA,BISHOFTU TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,42,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,67,53,120,66,53,119,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,OROMIA,BORANA,Addis Ababa,,Rnd1,63,2025-02-24T00:00:00Z,2025-02-28,2025-03-02,100,80,180,100,80,180,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,BORANA,Addis Ababa,,Rnd2,63,2025-06-01T00:00:00Z,2025-06-05,2025-06-07,102,78,180,102,78,180,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,BORANA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,42,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,64,56,120,64,56,120,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,BORENA,ADDIS ABABA,nOPV2,Rnd1,92,2021-10-22T00:00:00Z,2021-10-26,2022-04-21,147,123,270,146,123,269,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
ETH,OROMIA,BULE HORA TOWN,Addis Ababa,,Rnd0,21,2025-10-14T00:00:00Z,2025-10-18,2025-10-20,39,21,60,38,21,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
ETH,OROMIA,BULE HORA TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,30,30,60,29,29,58,2,Pass,high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
ETH,OROMIA,BUNO BEDELE,ADDIS ABABA,nOPV2,Rnd1,51,2021-10-19T00:00:00Z,2021-10-23,2022-04-22,89,61,150,86,60,146,4,Fail,moderate,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,75,0,0.03
ETH,OROMIA,BUNO BEDELLE,Addis Ababa,,Rnd1,42,2025-02-24T00:00:00Z,2025-02-28,2025-03-02,72,48,120,69,48,117,3,Pass,high,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0.03
ETH,OROMIA,BUNO BEDELLE,Addis Ababa,,Rnd2,42,2025-06-03T00:00:00Z,2025-06-07,2025-06-09,77,43,120,76,43,119,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.01
ETH,OROMIA,BUNO BEDELLE,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,42,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,76,44,120,75,44,119,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.01
ETH,OROMIA,DODOLA TOWN,Addis Ababa,,Rnd1,21,2025-02-25T00:00:00Z,2025-03-01,2025-03-02,31,29,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ETH,OROMIA,DODOLA TOWN,Addis Ababa,,Rnd2,21,2025-06-03T00:00:00Z,2025-06-07,2025-06-08,32,28,60,31,27,58,2,Pass,high,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.03
ETH,OROMIA,DODOLA TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ETH,OROMIA,EAST BALE,ADDIS ABABA,nOPV2,Rnd1,43,2021-10-22T00:00:00Z,2021-10-26,2022-04-22,84,46,130,84,46,130,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,EAST BALE,Addis Ababa,,Rnd1,42,2025-02-25T00:00:00Z,2025-03-01,2025-03-04,64,56,120,60,56,116,4,Fail,moderate,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,25,0,0,25,0,0.03
ETH,OROMIA,EAST BALE,Addis Ababa,,Rnd2,42,2025-06-01T00:00:00Z,2025-06-05,2025-06-10,62,58,120,62,58,120,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,EAST BALE,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,43,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,64,66,130,64,65,129,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.01
ETH,OROMIA,EAST BORENA,Addis Ababa,,Rnd1,44,2025-02-19T00:00:00Z,2025-02-23,2025-06-01,63,87,150,63,87,150,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,EAST BORENA,Addis Ababa,,Rnd2,42,2025-06-02T00:00:00Z,2025-06-06,2025-06-13,58,62,120,56,62,118,2,Pass,high,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ETH,OROMIA,EAST BORENA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,47,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,68,72,140,66,67,133,7,Fail,moderate,0,1,4,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14.29,57.14,0,0,28.57,0,0.05
ETH,OROMIA,EAST HARARGHE,Addis Ababa,,Rnd0,127,2025-10-07T00:00:00Z,2025-10-11,2025-10-19,194,176,370,193,176,369,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
ETH,OROMIA,EAST HARARGHE,Addis Ababa,,Rnd1,177,2025-02-17T00:00:00Z,2025-02-21,2025-03-03,289,231,520,288,229,517,3,Pass,high,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,33.33,0,66.67,0,0,0,0,0.01
ETH,OROMIA,EAST HARARGHE,Addis Ababa,,Rnd2,188,2025-05-26T00:00:00Z,2025-05-30,2025-06-09,298,252,550,298,252,550,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,OROMIA,EAST HARARGHE,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,127,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,186,184,370,183,183,366,4,Fail,moderate,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.01
ETH,OROMIA,EAST HARERGHE,ADDIS ABABA,nOPV2,Rnd1,129,2021-10-18T00:00:00Z,2021-10-22,2022-04-25,251,219,470,248,214,462,8,Fail,moderate,0,1,2,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12.5,25,0,0,62.5,0,0.02
ETH,OROMIA,EAST SHEWA,ADDIS ABABA,nOPV2,Rnd1,69,2021-10-18T00:00:00Z,2021-10-22,2022-04-22,117,133,250,109,126,235,15,Fail,poor,0,1,2,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,13.33,0,0,80,0,0.06
ETH,OROMIA,EAST SHEWA,Addis Ababa,,Rnd1,64,2025-02-17T00:00:00Z,2025-02-21,2025-03-02,136,124,260,136,123,259,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
ETH,OROMIA,EAST SHEWA,Addis Ababa,,Rnd2,42,2025-06-03T00:00:00Z,2025-06-07,2025-06-11,71,49,120,71,48,119,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.01
ETH,OROMIA,EAST SHEWA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,68,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,125,95,220,121,95,216,4,Fail,moderate,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,25,25,25,0.02
ETH,OROMIA,EAST SHEWA,ETH-2026-03-nOPV2-sNID,nOPV2,Rnd5,5,2026-03-25T00:00:00Z,2026-03-29,2026-03-29,23,27,50,23,27,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
ETH,OROMIA,EAST WELLEGA,ADDIS ABABA,nOPV2,Rnd1,44,2021-10-22T00:00:00Z,2021-10-26,2022-04-26,81,59,140,74,54,128,12,Fail,poor,0,3,1,0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.33,0,0,50,16.67,0.09
ETH,OROMIA,EAST WOLLEGA,Addis Ababa,,Rnd1,105,2025-02-21T00:00:00Z,2025-02-25,2025-06-08,151,149,300,146,147,293,7,Fail,moderate,0,1,3,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14.29,42.86,0,0,42.86,0,0.02
ETH,OROMIA,EAST WOLLEGA,Addis Ababa,,Rnd2,98,2025-05-28T00:00:00Z,2025-06-01,2025-06-08,137,113,250,132,111,243,7,Fail,moderate,0,2,2,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.57,28.57,0,0,28.57,14.29,0.03
ETH,OROMIA,EAST WOLLEGA,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,84,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,127,113,240,123,111,234,6,Fail,moderate,0,1,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.67,33.33,0,0,50,0,0.03
ETH,OROMIA,FINFINE ZURIA,ADDIS ABABA,nOPV2,Rnd1,86,2021-10-19T00:00:00Z,2021-10-23,2022-04-20,145,135,280,144,129,273,7,Fail,moderate,0,3,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,42.86,42.86,14.29,0,0,0,0.03
ETH,OROMIA,GUJI,ADDIS ABABA,nOPV2,Rnd1,114,2021-10-19T00:00:00Z,2021-10-23,2022-04-21,198,152,350,194,152,346,4,Fail,moderate,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.01
ETH,OROMIA,GUJI,Addis Ababa,,Rnd1,64,2025-02-18T00:00:00Z,2025-02-22,2025-03-02,102,88,190,101,85,186,4,Fail,moderate,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,25,0,0.02
ETH,OROMIA,GUJI,Addis Ababa,,Rnd2,63,2025-06-02T00:00:00Z,2025-06-06,2025-06-08,98,82,180,96,82,178,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.01
ETH,OROMIA,GUJI,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,63,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,94,86,180,91,82,173,7,Fail,moderate,0,3,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,42.86,28.57,0,0,28.57,0,0.04
ETH,OROMIA,GUJI,ETH-2026-03-nOPV2-sNID,nOPV2,Rnd5,5,2026-03-23T00:00:00Z,2026-03-27,2026-03-27,6,4,10,6,4,10,50,Fail,very poor,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5
ETH,OROMIA,HOLETA TOWN,ETH-2025-12-b-nOPV2-NIDs,nOPV2,Rnd1,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,27,33,60,25,33,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
